clave_entidad,entidad,clave_municipio,municipio,latitud,longitud
14,Jalisco,86,Tapalpa,19.9466635,-103.7761059
14,Jalisco,87,Tecalitlán,19.4710115,-103.307062
14,Jalisco,88,Tecolotlán,20.2758086,-103.9822552
14,Jalisco,89,Techaluta de Montenegro,20.0938501,-103.5802255
14,Jalisco,90,Tenamaxtlán,20.135422,-104.1426131
14,Jalisco,91,Teocaltiche,21.4816157,-102.520115
14,Jalisco,92,Teocuitatlán de Corona,20.1108461,-103.3555207
14,Jalisco,93,Tepatitlán de Morelos,20.8151477,-102.758809
14,Jalisco,94,Tequila,21.1158202,-103.8101371
14,Jalisco,95,Teuchitlán,20.6806057,-103.8327867
14,Jalisco,96,Tizapán el Alto,20.1072914,-103.0983817
14,Jalisco,97,Tlajomulco de Zúñiga,20.4818737,-103.4005097
14,Jalisco,98,San Pedro Tlaquepaque,20.6397718,-103.3120428
14,Jalisco,99,Tolimán,19.5445588,-103.9734455
14,Jalisco,100,Tomatlán,19.9375711,-105.1509531
14,Jalisco,101,Tonalá,20.6241367,-103.2421263
14,Jalisco,102,Tonaya,19.8668128,-103.9182009
14,Jalisco,103,Tonila,19.4294093,-103.5300375
14,Jalisco,104,Totatiche,21.9650233,-103.4433689
14,Jalisco,105,Tototlán,20.5374256,-102.7494169
14,Jalisco,106,Tuxcacuesco,19.6865558,-104.013396
14,Jalisco,107,Tuxcueca,20.1393828,-103.189394
14,Jalisco,108,Tuxpan,19.4374898,-103.4114705
14,Jalisco,109,Unión de San Antonio,21.1576146,-102.0008013
14,Jalisco,110,Unión de Tula,20.0045243,-104.2276769
14,Jalisco,111,Valle de Guadalupe,21.0426533,-102.6798646
14,Jalisco,112,Valle de Juárez,19.8146914,-102.9836336
14,Jalisco,113,San Gabriel,19.703787,-103.7478804
14,Jalisco,114,Villa Corona,20.3891429,-103.6855272
14,Jalisco,115,Villa Guerrero,22.0193796,-103.6790517
14,Jalisco,116,Villa Hidalgo,21.6629263,-102.5834854
14,Jalisco,117,Cañadas de Obregón,21.1675768,-102.7074318
14,Jalisco,118,Yahualica de González Gallo,21.123411,-102.9513719
14,Jalisco,119,Zacoalco de Torres,20.2440949,-103.5931063
14,Jalisco,120,Zapopan,20.7211203,-103.3913671
14,Jalisco,121,Zapotiltic,19.6260743,-103.4164682
14,Jalisco,122,Zapotitlán de Vadillo,19.5034787,-103.7488329
14,Jalisco,123,Zapotlán del Rey,20.4668093,-102.9230291
14,Jalisco,124,Zapotlanejo,20.6396569,-103.0515186
14,Jalisco,125,San Ignacio Cerro Gordo,20.7686814,-102.5148145
15,México,1,Acambay de Ruíz Castañeda,19.9590471,-99.8480209
15,México,2,Acolman,19.6389474,-98.9109537
15,México,3,Aculco,20.1358065,-99.8274673
15,México,4,Almoloya de Alquisiras,18.8506292,-99.8686947
15,México,5,Almoloya de Juárez,19.3972199,-99.8216287
15,México,6,Almoloya del Río,19.1457968,-99.4820088
15,México,7,Amanalco,19.2556894,-99.9871477
15,México,8,Amatepec,18.6992776,-100.2805285
15,México,9,Amecameca,19.1200254,-98.7065318
15,México,10,Apaxco,19.9807399,-99.1518101
15,México,11,Atenco,19.543396,-98.9568614
15,México,12,Atizapán,19.1750445,-99.4979286
15,México,13,Atizapán de Zaragoza,19.564017,-99.2795356
15,México,14,Atlacomulco,19.8159192,-99.8681193
15,México,15,Atlautla,19.0161834,-98.7055367
15,México,16,Axapusco,19.7660784,-98.7980791
15,México,17,Ayapango,19.1205433,-98.8176108
15,México,18,Calimaya,19.1685936,-99.6442631
15,México,19,Capulhuac,19.1922895,-99.4645519
15,México,20,Coacalco de Berriozábal,19.6359452,-99.0948573
15,México,21,Coatepec Harinas,18.9396862,-99.8042877
15,México,22,Cocotitlán,19.2276569,-98.8598666
15,México,23,Coyotepec,19.7764137,-99.2088914
15,México,24,Cuautitlán,19.7055182,-99.1666257
15,México,25,Chalco,19.2382585,-98.8188838
15,México,26,Chapa de Mota,19.8189447,-99.5347117
15,México,27,Chapultepec,19.2010018,-99.5619998
15,México,28,Chiautla,19.5488385,-98.8816593
15,México,29,Chicoloapan,19.4162929,-98.9014367
15,México,30,Chiconcuac,19.5591193,-98.8954796
15,México,31,Chimalhuacán,19.4177511,-98.9575169
15,México,32,Donato Guerra,19.3188302,-100.1226046
15,México,33,Ecatepec de Morelos,19.5994083,-99.0487281
15,México,34,Ecatzingo,18.968413,-98.7396358
15,México,35,Huehuetoca,19.8222076,-99.2709164
15,México,36,Hueypoxtla,19.9509597,-99.0653822
15,México,37,Huixquilucan,19.3701838,-99.3581568
15,México,38,Isidro Fabela,19.5517479,-99.4611185
15,México,39,Ixtapaluca,19.32929,-98.8082745
15,México,40,Ixtapan de la Sal,18.8409773,-99.6929243
15,México,41,Ixtapan del Oro,19.2616083,-100.270654
15,México,42,Ixtlahuaca,19.6013674,-99.813327
15,México,43,Xalatlaco,19.1843821,-99.4145622
15,México,44,Jaltenco,19.7538515,-99.0930067
15,México,45,Jilotepec,20.0169568,-99.6281796
15,México,46,Jilotzingo,19.4977686,-99.3955785
15,México,47,Jiquipilco,19.5916325,-99.6311743
15,México,48,Jocotitlán,19.7158863,-99.7623175
15,México,49,Joquicingo,19.0688648,-99.5117503
15,México,50,Juchitepec,19.0990826,-98.9025676
15,México,51,Lerma,19.3263632,-99.460052
15,México,52,Malinalco,18.893826,-99.4941623
15,México,53,Melchor Ocampo,19.708069,-99.1317329
15,México,54,Metepec,19.2511338,-99.5937281
15,México,55,Mexicaltzingo,19.357663,-99.1226854
15,México,56,Morelos,19.7569142,-99.6616884
15,México,57,Naucalpan de Juárez,19.4788356,-99.2327986
15,México,58,Nezahualcóyotl,19.4325047,-99.0352121
15,México,59,Nextlalpan,19.7262794,-99.0788789
15,México,60,Nicolás Romero,19.6342263,-99.3695564
15,México,61,Nopaltepec,19.8002548,-98.7262947
15,México,62,Ocoyoacac,19.2587373,-99.4177779
15,México,63,Ocuilan,19.0013312,-99.3950158
15,México,64,El Oro,19.7959711,-100.066302
15,México,65,Otumba,19.657094,-98.7401549
15,México,66,Otzoloapan,19.098652,-100.3369334
15,México,67,Otzolotepec,19.4442098,-99.5228028
15,México,68,Ozumba,19.0159932,-98.7951311
15,México,69,Papalotla,19.5630226,-98.8577076
15,México,70,La Paz,19.3637686,-98.9463136
15,México,71,Polotitlán,20.2121293,-99.813
15,México,72,Rayón,19.1390759,-99.5675551
15,México,73,San Antonio la Isla,19.1692363,-99.5567654
15,México,74,San Felipe del Progreso,19.6491974,-99.970188
15,México,75,San Martín de las Pirámides,19.7044644,-98.8344713
15,México,76,San Mateo Atenco,19.2621168,-99.537009
15,México,77,San Simón de Guerrero,18.9723706,-100.0319205
15,México,78,Santo Tomás,19.1841486,-100.3132024
15,México,79,Soyaniquilpan de Juárez,20.0517565,-99.5154728
15,México,80,Sultepec,18.7212632,-99.9934621
15,México,81,Tecámac,19.7115011,-98.968354
15,México,82,Tejupilco,18.8906324,-100.127859
15,México,83,Temamatla,19.1924582,-98.8721646
15,México,84,Temascalapa,19.8163017,-98.8760952
15,México,85,Temascalcingo,19.9311395,-100.0491738
15,México,86,Temascaltepec,19.1075586,-99.9488431
15,México,87,Temoaya,19.4893302,-99.5945724
15,México,88,Tenancingo,18.9646592,-99.5689821
15,México,89,Tenango del Aire,19.1493191,-98.8784434
15,México,90,Tenango del Valle,19.0760032,-99.6480906
15,México,91,Teoloyucan,19.7579739,-99.173033
15,México,92,Teotihuacán,19.6933571,-98.8831264
15,México,93,Tepetlaoxtoc,19.5491848,-98.7515623
15,México,94,Tepetlixpa,19.013929,-98.8423066
15,México,95,Tepotzotlán,19.7173392,-99.2230683
15,México,96,Tequixquiac,19.8935209,-99.1671164
15,México,97,Texcaltitlán,18.9410598,-99.9403716
15,México,98,Texcalyacac,19.1230882,-99.5105674
15,México,99,Texcoco,19.4755907,-98.8553964
15,México,100,Tezoyuca,19.5902244,-98.9079359
15,México,101,Tianguistenco,19.1622428,-99.4616998
15,México,102,Timilpan,19.922401,-99.6883652
15,México,103,Tlalmanalco,19.2066075,-98.7323191
15,México,104,Tlalnepantla de Baz,19.5464902,-99.1899352
15,México,105,Tlatlaya,18.6178177,-100.2077018
15,México,106,Toluca,19.292545,-99.6569007
15,México,107,Tonatico,18.7769335,-99.6277864
15,México,108,Tultepec,19.6781696,-99.1279446
15,México,109,Tultitlán,19.633333,-99.133333
15,México,110,Valle de Bravo,19.1849101,-100.1512633
15,México,111,Villa de Allende,19.394642,-100.1426774
15,México,112,Villa del Carbón,19.7444636,-99.4520653
15,México,113,Villa Guerrero,18.941407,-99.6825332
15,México,114,Villa Victoria,19.4323473,-99.9603181
15,México,115,Xonacatlán,19.4415502,-99.4475019
15,México,116,Zacazonapan,19.0625982,-100.2615453
15,México,117,Zacualpan,18.714286,-99.7930298
15,México,118,Zinacantepec,19.2027704,-99.8135235
15,México,119,Zumpahuacán,18.8085183,-99.5639022
15,México,120,Zumpango,19.8129368,-99.0818095
15,México,121,Cuautitlán Izcalli,19.6531356,-99.2145002
15,México,122,Valle de Chalco Solidaridad,19.282153,-98.9416122
15,México,123,Luvianos,18.9466471,-100.3930966
15,México,124,San José del Rincón,19.6359617,-100.160221
15,México,125,Tonanitla,19.6798745,-99.0552155
16,Michoacán de Ocampo,1,Acuitzio,19.4714566,-101.3260724
16,Michoacán de Ocampo,2,Aguililla,18.7785006,-102.7528728
16,Michoacán de Ocampo,3,Álvaro Obregón,19.8776722,-101.0274828
16,Michoacán de Ocampo,4,Angamacutiro,20.1500199,-101.7133577
16,Michoacán de Ocampo,5,Angangueo,19.6281736,-100.3008116
16,Michoacán de Ocampo,6,Apatzingán,18.9681711,-102.4693968
16,Michoacán de Ocampo,7,Aporo,19.6646637,-100.3834215
16,Michoacán de Ocampo,8,Aquila,18.3843899,-103.317724
16,Michoacán de Ocampo,9,Ario,19.12974,-101.7050018
16,Michoacán de Ocampo,10,Arteaga,18.3879789,-102.1785679
16,Michoacán de Ocampo,11,Briseñas,20.2431488,-102.5768387
16,Michoacán de Ocampo,12,Buenavista,19.2145125,-102.555158
16,Michoacán de Ocampo,13,Carácuaro,18.9999101,-101.0281628
16,Michoacán de Ocampo,14,Coahuayana,18.7586364,-103.5969147
16,Michoacán de Ocampo,15,Coalcomán de Vázquez Pallares,18.6732856,-103.0798315
16,Michoacán de Ocampo,16,Coeneo,19.7872826,-101.6132694
16,Michoacán de Ocampo,17,Contepec,19.9608742,-100.2049345
16,Michoacán de Ocampo,18,Copándaro,19.9167161,-101.2181672
16,Michoacán de Ocampo,19,Cotija,19.7512889,-102.6929044
16,Michoacán de Ocampo,20,Cuitzeo,19.9879055,-101.1136361
16,Michoacán de Ocampo,21,Charapan,19.697465,-102.2267593
16,Michoacán de Ocampo,22,Charo,19.6691789,-101.0032174
16,Michoacán de Ocampo,23,Chavinda,20.0473256,-102.4351593
16,Michoacán de Ocampo,24,Cherán,19.7392995,-101.9758272
16,Michoacán de Ocampo,25,Chilchota,19.8055295,-102.1107414
16,Michoacán de Ocampo,26,Chinicuila,18.7466559,-103.3895939
16,Michoacán de Ocampo,27,Chucándiro,19.8947577,-101.3440807
16,Michoacán de Ocampo,28,Churintzio,20.1401605,-102.0938973
16,Michoacán de Ocampo,29,Churumuco,18.7207525,-101.6129204
16,Michoacán de Ocampo,30,Ecuandureo,20.1604747,-102.2651584
16,Michoacán de Ocampo,31,Epitacio Huerta,20.1429136,-100.3021402
16,Michoacán de Ocampo,32,Erongarícuaro,19.5888082,-101.7213149
16,Michoacán de Ocampo,33,Gabriel Zamora,19.1543566,-102.0105599
16,Michoacán de Ocampo,34,Hidalgo,19.6261268,-100.6367478
16,Michoacán de Ocampo,35,La Huacana,18.8495716,-101.8537007
16,Michoacán de Ocampo,36,Huandacareo,19.9942304,-101.2691528
16,Michoacán de Ocampo,37,Huaniqueo,19.878003,-101.5113285
16,Michoacán de Ocampo,38,Huetamo,18.6597188,-101.1402634
16,Michoacán de Ocampo,39,Huiramba,19.5252911,-101.4492448
16,Michoacán de Ocampo,40,Indaparapeo,19.7602359,-100.942924
16,Michoacán de Ocampo,41,Irimbo,19.7108232,-100.4529924
16,Michoacán de Ocampo,42,Ixtlán,20.1491786,-102.4180675
16,Michoacán de Ocampo,43,Jacona,19.940849,-102.3174877
16,Michoacán de Ocampo,44,Jiménez,19.9343082,-101.6857476
16,Michoacán de Ocampo,45,Jiquilpan,19.9901664,-102.7191956
16,Michoacán de Ocampo,46,Juárez,19.2934829,-100.4645924
16,Michoacán de Ocampo,47,Jungapeo,19.4581378,-100.4943741
16,Michoacán de Ocampo,48,Lagunillas,19.5752457,-101.4221231
16,Michoacán de Ocampo,49,Madero,19.3541295,-101.1754981
16,Michoacán de Ocampo,50,Maravatío,19.8901453,-100.4532732
16,Michoacán de Ocampo,51,Marcos Castellanos,20.0503985,-102.9510614
16,Michoacán de Ocampo,52,Lázaro Cárdenas,17.9594769,-102.198659
16,Michoacán de Ocampo,53,Morelia,19.6546004,-101.2623797
16,Michoacán de Ocampo,54,Morelos,19.9919157,-101.4423434
16,Michoacán de Ocampo,55,Múgica,18.9673935,-102.1310292
16,Michoacán de Ocampo,56,Nahuatzen,19.6497544,-101.8773947
16,Michoacán de Ocampo,57,Nocupétaro,19.0778092,-101.2097024
16,Michoacán de Ocampo,58,Nuevo Parangaricutiro,19.3927622,-102.1838271
16,Michoacán de Ocampo,59,Nuevo Urecho,19.1586907,-101.8662754
16,Michoacán de Ocampo,60,Numarán,20.2583148,-101.9682733
16,Michoacán de Ocampo,61,Ocampo,19.5856652,-100.3240925
16,Michoacán de Ocampo,62,Pajacuarán,20.1500001,-102.5186322
16,Michoacán de Ocampo,63,Panindícuaro,20.0181401,-101.7675159
16,Michoacán de Ocampo,64,Parácuaro,19.0700692,-102.2195842
16,Michoacán de Ocampo,65,Paracho,19.654276,-102.0596099
16,Michoacán de Ocampo,66,Pátzcuaro,19.501844,-101.6602118
16,Michoacán de Ocampo,67,Penjamillo,20.0946056,-101.8987365
16,Michoacán de Ocampo,68,Peribán,19.4941114,-102.4560107
16,Michoacán de Ocampo,69,La Piedad,20.2986899,-102.0478188
16,Michoacán de Ocampo,70,Purépero,19.9105529,-102.0105333
16,Michoacán de Ocampo,71,Puruándiro,20.1194479,-101.5406729
16,Michoacán de Ocampo,72,Queréndaro,19.7263241,-100.8386758
16,Michoacán de Ocampo,73,Quiroga,19.7077163,-101.5687017
16,Michoacán de Ocampo,74,Cojumatlán de Régules,20.1093696,-102.8859131
16,Michoacán de Ocampo,75,Los Reyes,19.6625795,-102.3698977
16,Michoacán de Ocampo,76,Sahuayo,20.0481327,-102.7821637
16,Michoacán de Ocampo,77,San Lucas,18.5880402,-100.7984637
16,Michoacán de Ocampo,78,Santa Ana Maya,20.0226587,-101.0201296
16,Michoacán de Ocampo,79,Salvador Escalante,19.3909617,-101.6637645
16,Michoacán de Ocampo,80,Senguio,19.7464556,-100.34736
16,Michoacán de Ocampo,81,Susupuato,19.1758231,-100.4114376
16,Michoacán de Ocampo,82,Tacámbaro,19.2499715,-101.4519835
16,Michoacán de Ocampo,83,Tancítaro,19.3544253,-102.3704938
16,Michoacán de Ocampo,84,Tangamandapio,19.8901487,-102.465662
16,Michoacán de Ocampo,85,Tangancícuaro,19.8734565,-102.2941892
16,Michoacán de Ocampo,86,Tanhuato,20.2721375,-102.3439198
16,Michoacán de Ocampo,87,Taretan,19.334602,-101.9175061
16,Michoacán de Ocampo,88,Tarímbaro,19.8162789,-101.1637311
16,Michoacán de Ocampo,89,Tepalcatepec,19.0791551,-102.8499977
16,Michoacán de Ocampo,90,Tingambato,19.5063866,-101.8533699
16,Michoacán de Ocampo,91,Tingüindín,19.8061444,-102.5354859
16,Michoacán de Ocampo,92,Tiquicheo de Nicolás Romero,19.0710774,-100.8171376
16,Michoacán de Ocampo,93,Tlalpujahua,19.7837848,-100.2151113
16,Michoacán de Ocampo,94,Tlazazalca,20.014979,-102.0483983
16,Michoacán de Ocampo,95,Tocumbo,19.6775568,-102.55709
16,Michoacán de Ocampo,96,Tumbiscatío,18.583723,-102.4946597
16,Michoacán de Ocampo,97,Turicato,18.9428598,-101.4025178
16,Michoacán de Ocampo,98,Tuxpan,19.5774957,-100.4876386
16,Michoacán de Ocampo,99,Tuzantla,19.2240867,-100.6049583
16,Michoacán de Ocampo,100,Tzintzuntzan,19.6111148,-101.5407361
16,Michoacán de Ocampo,101,Tzitzio,19.4264257,-100.9117308
16,Michoacán de Ocampo,102,Uruapan,19.4147269,-102.0522647
16,Michoacán de Ocampo,103,Venustiano Carranza,20.145855,-102.6835073
16,Michoacán de Ocampo,104,Villamar,19.9917677,-102.5793789
16,Michoacán de Ocampo,105,Vista Hermosa,20.2630977,-102.4831407
16,Michoacán de Ocampo,106,Yurécuaro,20.3352383,-102.2819992
16,Michoacán de Ocampo,107,Zacapu,19.8302856,-101.8444215
16,Michoacán de Ocampo,108,Zamora,19.9828948,-102.28363
16,Michoacán de Ocampo,109,Zináparo,20.1783128,-102.011458
16,Michoacán de Ocampo,110,Zinapécuaro,19.8563181,-100.7709097
16,Michoacán de Ocampo,111,Ziracuaretiro,19.4392739,-101.9292592
16,Michoacán de Ocampo,112,Zitácuaro,19.4344012,-100.355314
16,Michoacán de Ocampo,113,José Sixto Verduzco,20.2417134,-101.5901526
17,Morelos,1,Amacuzac,18.5880683,-99.3767724
17,Morelos,2,Atlatlahucan,18.9409472,-98.8871045
17,Morelos,3,Axochiapan,18.5245642,-98.7602629
17,Morelos,4,Ayala,18.6968614,-98.9799888
17,Morelos,5,Coatlán del Río,18.7342733,-99.4521924
17,Morelos,6,Cuautla,18.8150158,-98.9736172
17,Morelos,7,Cuernavaca,18.9331321,-99.2599579
17,Morelos,8,Emiliano Zapata,18.809391,-99.1860346
17,Morelos,9,Huitzilac,19.0586232,-99.2321207
17,Morelos,10,Jantetelco,18.6701094,-98.7566889
17,Morelos,11,Jiutepec,18.8863894,-99.1701224
17,Morelos,12,Jojutla,18.6000251,-99.2299716
17,Morelos,13,Jonacatepec de Leandro Valle,18.68308,-98.80302
17,Morelos,14,Mazatepec,18.6875552,-99.3584467
17,Morelos,15,Miacatlán,18.8340779,-99.3898376
17,Morelos,16,Ocuituco,18.8791119,-98.7772833
17,Morelos,17,Puente de Ixtla,18.5783377,-99.3104855
17,Morelos,18,Temixco,18.8476735,-99.2455945
17,Morelos,19,Tepalcingo,18.595138,-98.8450462
17,Morelos,20,Tepoztlán,18.9914959,-99.1025453
17,Morelos,21,Tetecala,18.7289058,-99.398686
17,Morelos,22,Tetela del Volcán,18.9180393,-98.720038
17,Morelos,23,Tlalnepantla,19.0297838,-98.9858196
17,Morelos,24,Tlaltizapán de Zapata,18.7045227,-99.1419173
17,Morelos,25,Tlaquiltenango,18.4989225,-99.1015285
17,Morelos,26,Tlayacapan,18.9435437,-98.9712598
17,Morelos,27,Totolapan,18.9963841,-98.931548
17,Morelos,28,Xochitepec,18.7653308,-99.2338981
17,Morelos,29,Yautepec,18.8652905,-99.0618808
17,Morelos,30,Yecapixtla,18.8594955,-98.8744443
17,Morelos,31,Zacatepec,18.6505958,-99.2030775
17,Morelos,32,Zacualpan de Amilpas,18.7882257,-98.7680532
17,Morelos,33,Temoac,18.7598621,-98.792135
17,Morelos,34,Coatetelco,18.7365535,-99.317096
17,Morelos,35,Xoxocotla,18.6778715,-99.2525404
17,Morelos,36,Hueyapan,18.8652278,-98.700377
18,Nayarit,1,Acaponeta,22.4604948,-105.2485721
18,Nayarit,2,Ahuacatlán,21.0512498,-104.5614685
18,Nayarit,3,Amatlán de Cañas,20.7992546,-104.3972115
18,Nayarit,4,Compostela,21.2375206,-104.8993726
18,Nayarit,5,Huajicori,22.8108241,-105.2032725
18,Nayarit,6,Ixtlán del Río,21.0290566,-104.327737
18,Nayarit,7,Jala,21.2025645,-104.4450318
18,Nayarit,8,Xalisco,21.3992422,-104.942178
18,Nayarit,9,Del Nayar,22.0561291,-104.5931934
18,Nayarit,10,Rosamorada,22.1505191,-105.2564566
18,Nayarit,11,Ruíz,22.0163591,-104.8767881
18,Nayarit,12,San Blas,21.5381431,-105.1838784
18,Nayarit,13,San Pedro Lagunillas,21.1669896,-104.7179133
18,Nayarit,14,Santa María del Oro,21.3471578,-104.5987369
18,Nayarit,15,Santiago Ixcuintla,21.959108,-105.5519895
18,Nayarit,16,Tecuala,22.3978621,-105.457236
18,Nayarit,17,Tepic,21.5119156,-104.8915889
18,Nayarit,18,Tuxpan,21.9926223,-105.419594
18,Nayarit,19,La Yesca,21.5893363,-104.195209
18,Nayarit,20,Bahía de Banderas,20.8279022,-105.3180766
19,Nuevo León,1,Abasolo,25.9395222,-100.4111072
19,Nuevo León,2,Agualeguas,26.2953465,-99.7013315
19,Nuevo León,3,Los Aldamas,26.0962497,-99.2763436
19,Nuevo León,4,Allende,25.2988343,-100.0452016
19,Nuevo León,5,Anáhuac,27.3227987,-100.0663184
19,Nuevo León,6,Apodaca,25.7871006,-100.1850769
19,Nuevo León,7,Aramberri,24.2217256,-99.9241345
19,Nuevo León,8,Bustamante,26.5713326,-100.5700509
19,Nuevo León,9,Cadereyta Jiménez,25.5876993,-100.0012458
19,Nuevo León,10,El Carmen,25.9161149,-100.3584231
19,Nuevo León,11,Cerralvo,26.0604924,-99.7571574
19,Nuevo León,12,Ciénega de Flores,25.9533262,-100.1874241
19,Nuevo León,13,China,25.4915799,-98.9811115
19,Nuevo León,14,Doctor Arroyo,23.8042046,-100.2256635
19,Nuevo León,15,Doctor Coss,25.9712446,-99.0420263
19,Nuevo León,16,Doctor González,25.8447798,-99.8187804
19,Nuevo León,17,Galeana,24.758306,-100.3813513
19,Nuevo León,18,García,25.8054661,-100.6396468
19,Nuevo León,19,San Pedro Garza García,25.652395,-100.3726067
19,Nuevo León,20,General Bravo,25.8243966,-98.8835175
19,Nuevo León,21,General Escobedo,25.808517,-100.3224334
19,Nuevo León,22,General Terán,25.2706582,-99.4089871
19,Nuevo León,23,General Treviño,26.2140119,-99.4722819
19,Nuevo León,24,General Zaragoza,23.8802692,-99.7402544
19,Nuevo León,25,General Zuazua,25.8953873,-100.1078021
19,Nuevo León,26,Guadalupe,25.6751114,-100.2151753
19,Nuevo León,27,Los Herreras,25.9409236,-99.4338855
19,Nuevo León,28,Higueras,26.0355173,-100.0073883
19,Nuevo León,29,Hualahuises,24.8816483,-99.6794242
19,Nuevo León,30,Iturbide,24.6417298,-99.8479607
19,Nuevo León,31,Juárez,25.6076075,-100.1567941
19,Nuevo León,32,Lampazos de Naranjo,27.0124244,-100.3159065
19,Nuevo León,33,Linares,24.8530057,-99.4103419
19,Nuevo León,34,Marín,25.8861426,-100.023315
19,Nuevo León,35,Melchor Ocampo,26.044443,-99.4938363
19,Nuevo León,36,Mier y Noriega,23.4022432,-100.1389355
19,Nuevo León,37,Mina,26.2993869,-100.8025046
19,Nuevo León,38,Montemorelos,25.1886604,-99.8293539
19,Nuevo León,39,Monterrey,25.6802019,-100.315258
19,Nuevo León,40,Parás,26.6252549,-99.5865613
19,Nuevo León,41,Pesquería,25.7469488,-100.0044684
19,Nuevo León,42,Los Ramones,25.6544381,-99.5974343
19,Nuevo León,43,Rayones,25.075242,-100.1439796
19,Nuevo León,44,Sabinas Hidalgo,26.5749243,-100.1550303
19,Nuevo León,45,Salinas Victoria,26.1216805,-100.3270877
19,Nuevo León,46,San Nicolás de los Garza,25.7558021,-100.289648
19,Nuevo León,47,Hidalgo,26.0044782,-100.4267237
19,Nuevo León,48,Santa Catarina,25.6745052,-100.4616371
19,Nuevo León,49,Santiago,25.374378,-100.2609439
19,Nuevo León,50,Vallecillo,26.6407655,-99.907787
19,Nuevo León,51,Villaldama,26.470747,-100.3707064
20,Oaxaca,1,Abejones,17.4893087,-96.6198782
20,Oaxaca,2,Acatlán de Pérez Figueroa,18.4511878,-96.5531362
20,Oaxaca,3,Asunción Cacalotepec,17.0383189,-95.9285278
20,Oaxaca,4,Asunción Cuyotepeji,17.930278,-97.673333
20,Oaxaca,5,Asunción Ixtaltepec,16.6442103,-94.928635
20,Oaxaca,6,Asunción Nochixtlán,17.4517598,-97.1843544
20,Oaxaca,7,Asunción Ocotlán,16.7620263,-96.7257709
20,Oaxaca,8,Asunción Tlacolulita,16.210417,-95.764668
20,Oaxaca,9,Ayotzintepec,17.7257411,-96.1428142
20,Oaxaca,10,El Barrio de la Soledad,16.8017326,-95.0536685
20,Oaxaca,11,Calihualá,17.5565794,-98.2532581
20,Oaxaca,12,Candelaria Loxicha,15.9000331,-96.537326
20,Oaxaca,13,Ciénega de Zimatlán,16.8931116,-96.7664092
20,Oaxaca,14,Ciudad Ixtepec,16.6165531,-95.0784727
20,Oaxaca,15,Coatecas Altas,16.5224197,-96.6281328
20,Oaxaca,16,Coicoyán de las Flores,17.215937,-98.183707
20,Oaxaca,17,La Compañía,16.5802415,-96.8581762
20,Oaxaca,18,Concepción Buenavista,17.9864214,-97.4381539
20,Oaxaca,19,Concepción Pápalo,17.8740625,-96.8650922
20,Oaxaca,20,Constancia del Rosario,17.0464906,-97.9599559
20,Oaxaca,21,Cosolapa,18.5805064,-96.652796
20,Oaxaca,22,Cosoltepec,18.1429225,-97.8130876
20,Oaxaca,23,Cuilápam de Guerrero,16.9963386,-96.7797728
20,Oaxaca,24,Cuyamecalco Villa de Zaragoza,17.9710281,-96.8662972
20,Oaxaca,25,Chahuites,16.2760592,-94.2046206
20,Oaxaca,26,Chalcatongo de Hidalgo,16.9984561,-97.5696389
20,Oaxaca,27,Chiquihuitlán de Benito Juárez,17.9900775,-96.7490776
20,Oaxaca,28,Heroica Ciudad de Ejutla de Crespo,16.5647448,-96.7317446
20,Oaxaca,29,Eloxochitlán de Flores Magón,18.1974165,-96.8723017
20,Oaxaca,30,El Espinal,16.4609135,-95.0581833
20,Oaxaca,31,Tamazulápam del Espíritu Santo,17.0335619,-96.0194725
20,Oaxaca,32,Fresnillo de Trujano,17.9294795,-98.1345369
20,Oaxaca,33,Guadalupe Etla,17.1757825,-96.8088567
20,Oaxaca,34,Guadalupe de Ramírez,17.7553266,-98.1467978
20,Oaxaca,35,Guelatao de Juárez,17.3140641,-96.4991727
20,Oaxaca,36,Guevea de Humboldt,16.8522635,-95.3720399
20,Oaxaca,37,Mesones Hidalgo,16.9181172,-98.0186964
20,Oaxaca,38,Villa Hidalgo,17.1844246,-96.1545911
20,Oaxaca,39,Heroica Ciudad de Huajuapan de León,17.808846,-97.7780564
20,Oaxaca,40,Huautepec,18.0705554,-96.7743428
20,Oaxaca,41,Huautla de Jiménez,18.1474052,-96.8009327
20,Oaxaca,42,Ixtlán de Juárez,17.476844,-96.3460036
20,Oaxaca,43,Juchitán de Zaragoza,16.413329,-94.9118795
20,Oaxaca,44,Loma Bonita,18.0013895,-95.8882653
20,Oaxaca,45,Magdalena Apasco,17.2493156,-96.8083265
20,Oaxaca,46,Magdalena Jaltepec,17.2450281,-97.2503406
20,Oaxaca,47,Santa Magdalena Jicotlán,17.8039075,-97.4816588
20,Oaxaca,48,Magdalena Mixtepec,16.9044808,-96.9048132
20,Oaxaca,49,Magdalena Ocotlán,16.7095782,-96.7149742
20,Oaxaca,50,Magdalena Peñasco,17.235419,-97.5641493
20,Oaxaca,51,Magdalena Teitipac,16.8861947,-96.5577348
20,Oaxaca,52,Magdalena Tequisistlán,16.366619,-95.6371093
20,Oaxaca,53,Magdalena Tlacotepec,16.5154414,-95.251991
20,Oaxaca,54,Magdalena Zahuatlán,17.3912591,-97.2260864
20,Oaxaca,55,Mariscala de Juárez,17.8225889,-98.1199813
20,Oaxaca,56,Mártires de Tacubaya,16.5497519,-98.2380821
20,Oaxaca,57,Matías Romero Avendaño,17.1324525,-94.8785788
